"line"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"complex.line"	"par_init"	"par_fin"
"*doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar!!!-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"23"	"H"	"*doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar!!!-"	10	22
"*doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar!!!-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"23"	"C"	"*doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar!!!-"	NA	NA
"**oin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cthear!!!-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"23"	"F"	"**oin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cthear!!!-"	NA	NA
"*doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar!!!-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"23"	"N"	"*doin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar!!!-"	NA	NA
"ydoin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar.**-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"23"	"U"	"ydoin.chol.dain.cthal.dar.shear.kaiin.dar.shey.cth!ar.**-"	NA	NA
"!cho*!o.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"24"	"H"	"!cho*!o.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-"	20	13
"!cho.*o.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"24"	"C"	"!cho.*o.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-"	NA	NA
"echo**!.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"24"	"F"	"echo**!.kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-"	NA	NA
"!cho.*o,kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"24"	"N"	"!cho.*o,kaiin.shoaiin.okol.daiin.far.cthol.daiin.ctholdar-"	NA	NA
"!cho*!o.kaiin.sh*aiin.okol.daiin.far.cthol.daiin.ctholdar-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"24"	"U"	"!cho*!o.kaiin.sh*aiin.okol.daiin.far.cthol.daiin.ctholdar-"	NA	NA
"ycheey.oka!y.oky.daiin.okchey.k!okaiin.**chol.k**chy.dal-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"25"	"H"	"ycheey.oka!y.oky.daiin.okchey.k!okaiin.**chol.k**chy.dal-"	29	8
"ycheey.oka!y.oky.daiin.okchey.k.okaiin.**chol.k**chy.dal-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"25"	"C"	"ycheey.oka!y.oky.daiin.okchey.k.okaiin.**chol.k**chy.dal-"	NA	NA
"ycheey.okeey.oky.daiin.okchey.k!okaiin.*!chol.kadchy.dal-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"25"	"F"	"ycheey.okeey.oky.daiin.okchey.k!okaiin.*!chol.kadchy.dal-"	NA	NA
"ycheey.oka!y.oky.daiin.okchey.k!okaiin.**chol.k**chy.dal-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"25"	"N"	"ycheey.oka!y.oky.daiin.okchey.k!okaiin.**chol.k**chy.dal-"	NA	NA
"ocheey.ok*!*.oky.daiin.okchey.k!okaiin.*!chol.ka*ch*.dal-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"25"	"U"	"ocheey.ok*!*.oky.daiin.okchey.k!okaiin.*!chol.ka*ch*.dal-"	NA	NA
"d*eeo.shody.koshey.cthy.ok!chey.keey.keey.dal.chtor-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"26"	"H"	"d*eeo.shody.koshey.cthy.ok!chey.keey.keey.dal.chtor-"	38	7
"de!*o.shody.koshey.cthy.ok.chey.keey.!!!!!dal.chtor-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"26"	"C"	"de!*o.shody.koshey.cthy.ok.chey.keey.!!!!!dal.chtor-"	NA	NA
"dcheo.shody.kochey.cthy.ok!chey.keey.keey.dal.chtor-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"26"	"F"	"dcheo.shody.kochey.cthy.ok!chey.keey.keey.dal.chtor-"	NA	NA
"d*eeo.shody.koshey.cthy.ok,chey.keey.keey,dal.chtor-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"26"	"N"	"d*eeo.shody.koshey.cthy.ok,chey.keey.keey,dal.chtor-"	NA	NA
"dcheo.shody.kochey.cthy.ok!chey.keey.keey.dal.chtor-"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"26"	"U"	"dcheo.shody.kochey.cthy.ok!chey.keey.keey.dal.chtor-"	NA	NA
"!*eo!.chol.chok.choty.chotey="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"27"	"H"	"!*eo!.chol.chok.choty.chotey="	47	0
"!!*o*.chol.chok.choty.chotey="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"27"	"C"	"!!*o*.chol.chok.choty.chotey="	NA	NA
"!*eo!.chol.chok.choty.chotey="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"27"	"F"	"!*eo!.chol.chok.choty.chotey="	NA	NA
"e*eo!.chol.chok.choty.chotey="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"27"	"N"	"e*eo!.chol.chok.choty.chotey="	NA	NA
"ch!o!.chol.chok.choty.chotey="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"27"	"X"	"ch!o!.chol.chok.choty.chotey="	NA	NA
"cheor.chol.chok.choty.chotey="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"P4"	"27"	"U"	"cheor.chol.chok.choty.chotey="	NA	NA
"dchaiin=*"	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T4"	"28"	"H"	"dchaiin= "	52	24
"dchaiin="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T4"	"28"	"C"	"dchaiin="	NA	NA
"dchaiin="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T4"	"28"	"F"	"dchaiin="	NA	NA
"dchaiin="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T4"	"28"	"N"	"dchaiin="	NA	NA
"dchaiin="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T4"	"28"	"X"	"dchaiin="	NA	NA
"dchaiin="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"T4"	"28"	"U"	"dchaiin="	NA	NA
"d="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"1"	"J"	"d="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"2"	"J"	"*="	NA	NA
"r="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"3"	"J"	"r="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"4"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"5"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"6"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"7"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"8"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"9"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"11"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"12"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"13"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"14"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"15"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"16"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"17"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"18"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"19"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"20"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"21"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"22"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"23"	"J"	"*="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"24"	"J"	"*="	NA	NA
"g="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"25"	"J"	"g="	NA	NA
"*="	"f1r"	"T"	"A"	"A"	"A"	"1"	NA	"1"	"L"	"26"	"J"	"*="	NA	NA
"kchsy.chadaiin.ol-oltchey.char.cfhar.am-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"1"	"H"	"kchsy.chadaiin.ol-oltchey.char.cfhar.am-"	53	15
"kchsy.chadaiin.ol-oltchey.char.cfhar.aj-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"1"	"C"	"kchsy.chadaiin.ol-oltchey.char.cfhar.aj-"	NA	NA
"kchry.chodaiin.ol-oltchey.char.cfhar.am-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"1"	"F"	"kchry.chodaiin.ol-oltchey.char.cfhar.am-"	NA	NA
"yteeay.char.or.ochy-dcho.lkody.okodar.chody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"2"	"H"	"yteeay.char.or.ochy-dcho.lkody.okodar.chody-"	60	9
"yteeay.char.or!ochy-dcho.lkody.okodar.chody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"2"	"C"	"yteeay.char.or!ochy-dcho.lkody.okodar.chody-"	NA	NA
"yteeay.char.or.ochy-dcho.lkody.okodar.chody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"2"	"F"	"yteeay.char.or.ochy-dcho.lkody.okodar.chody-"	NA	NA
"d!o.ckhy.ckho.ckhy.shy-dksheey.cthy.kotchody.dal-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"3"	"H"	"d!o.ckhy.ckho.ckhy.shy-dksheey.cthy.kotchody.dal-"	68	0
"dao.ckhy.ckho.ckhy.shy-dksheey.cthy.kotchody.dal-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"3"	"C"	"dao.ckhy.ckho.ckhy.shy-dksheey.cthy.kotchody.dal-"	NA	NA
"dao.ckhy.ckho.ckhy.shy-dksheey.cthy.kotchody.dal-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"3"	"F"	"dao.ckhy.ckho.ckhy.shy-dksheey.cthy.kotchody.dal-"	NA	NA
"dol.chokeo.dair.dam-sochey.chokody="	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"4"	"H"	"dol.chokeo.dair.dam-sochey.chokody="	0	47
"dol.chokeo.dair.dam-sochey.chokody="	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"4"	"C"	"dol.chokeo.dair.dam-sochey.chokody="	NA	NA
"dol.chokeo.dair.dam-sochey.chokody="	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"4"	"F"	"dol.chokeo.dair.dam-sochey.chokody="	NA	NA
"potoy.shol.dair.cphoal-dar.chey.tody.otoaiin.shoshy-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"5"	"H"	"potoy.shol.dair.cphoal-dar.chey.tody.otoaiin.shoshy-"	6	35
"potoy.shol.dair.cphoal-dar.chey.tody.otoaiin.shoshy-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"5"	"C"	"potoy.shol.dair.cphoal-dar.chey.tody.otoaiin.shoshy-"	NA	NA
"potoy.shol.dair.cphoal-dar.chey.tody.otoaiin.shoshy-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"5"	"F"	"potoy.shol.dair.cphoal-dar.chey.tody.otoaiin.shoshy-"	NA	NA
"choky.chol.cthol.shol.okal-dolchey.chodo.lol.chy.cthy-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"6"	"H"	"choky.chol.cthol.shol.okal-dolchey.chodo.lol.chy.cthy-"	15	24
"choky.chol.cthol!shol.okal-dolchey.chodo.lol.chy.cthy-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"6"	"C"	"choky.chol.cthol!shol.okal-dolchey.chodo.lol.chy.cthy-"	NA	NA
"choky.chol.cthol.shol.okal-dolchey.chodo.lol.chy.cthy-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"6"	"F"	"choky.chol.cthol.shol.okal-dolchey.chodo.lol.chy.cthy-"	NA	NA
"qo.ol.choeee.cheol.dol.cthey-ykol.dol.dolo.ykol.do.l!ch!!ody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"7"	"H"	"qo.ol.choeee.cheol.dol.cthey-ykol.dol.dolo.ykol.do.l!ch!!ody-"	25	13
"qo.ol!choies.cheol.dol.cthey-ykol.dol.dolo.ykol.do!l!chieody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"7"	"C"	"qo.ol!choies.cheol.dol.cthey-ykol.dol.dolo.ykol.do!l!chieody-"	NA	NA
"qo.ol!choees.cheol.dol.cthey-ykol.dol.dolo.ykol.do!l!ch!*ody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"7"	"D"	"qo.ol!choees.cheol.dol.cthey-ykol.dol.dolo.ykol.do!l!ch!*ody-"	NA	NA
"qo.ol.choies.cheol.dol.cthey-ykol.dol.dolo.ykol.do!l.ch!!ody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"7"	"F"	"qo.ol.choies.cheol.dol.cthey-ykol.dol.dolo.ykol.do!l.ch!!ody-"	NA	NA
"okol.shol.kol.kechy.chol.ky-chol.cthol.chody.chol.daiin-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"8"	"H"	"okol.shol.kol.kechy.chol.ky-chol.cthol.chody.chol.daiin-"	37	6
"okol!shol.kol!kechy.chol!ky-chol.cthol.chody.chol.daiin-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"8"	"C"	"okol!shol.kol!kechy.chol!ky-chol.cthol.chody.chol.daiin-"	NA	NA
"akol!shol.kol!kecha.chol!ky-chol.cthol.chody.chol.daiin-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"8"	"D"	"akol!shol.kol!kecha.chol!ky-chol.cthol.chody.chol.daiin-"	NA	NA
"okol.shol.kol.kechy.chol.ky-chol.cthol.chody.chol.daiin-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"8"	"F"	"okol.shol.kol.kechy.chol.ky-chol.cthol.chody.chol.daiin-"	NA	NA
"shor.okol.chol.dol.ky.dar-shol.dchor.otcho.dar.shody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"9"	"H"	"shor.okol.chol.dol.ky.dar-shol.dchor.otcho.dar.shody-"	48	0
"shor.okol.chol.dol.ky.dar-shol.dchor.otcho.dar.shody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"9"	"C"	"shor.okol.chol.dol.ky.dar-shol.dchor.otcho.dar.shody-"	NA	NA
"shor.okol.chol.dol.ky.dar-shol.dchor.otcho.dar.shody-"	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"9"	"F"	"shor.okol.chol.dol.ky.dar-shol.dchor.otcho.dar.shody-"	NA	NA
"taor.chotchey.dal.chody-schody.pol.chodar="	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"10"	"H"	"taor.chotchey.dal.chody-schody.pol.chodar="	0	43
"taor.chotchey.dal.chody-schody.pol.chodar="	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"10"	"C"	"taor.chotchey.dal.chody-schody.pol.chodar="	NA	NA
"taor.chotchey.dal.chody-schody.pol.chodar="	"f1v"	"H"	"A"	"B"	"A"	"1"	NA	"1"	"P"	"10"	"F"	"taor.chotchey.dal.chody-schody.pol.chodar="	NA	NA
"kydainy.ypchol.daiin.otchal-ypchaiin.ckholsy-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"1"	"H"	"kydainy.ypchol.daiin.otchal-ypchaiin.ckholsy-"	7	36
"kydainy.ypchol.daiin.otchal-ypchaiin.ckholsy-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"1"	"C"	"kydainy.ypchol.daiin.otchal-ypchaiin.ckholsy-"	NA	NA
"kydainy.ypchol.daiin.otchal-ypchaiin.ckholsy-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"1"	"F"	"kydainy.ypchol.daiin.otchal-ypchaiin.ckholsy-"	NA	NA
"dorchory-chkar.s-shor.cthy.cth!-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"2"	"H"	"dorchory-chkar.s-shor.cthy.cth!-"	13	29
"dorchory-chkar.s-shor.cthy.***!-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"2"	"C"	"dorchory-chkar.s-shor.cthy.***!-"	NA	NA
"dorchory-chkar.s-shor.cthy.ctho-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"2"	"F"	"dorchory-chkar.s-shor.cthy.ctho-"	NA	NA
"qotaiin-cthey.y-chor.chy.ydy-chaiin-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"3"	"H"	"qotaiin-cthey.y-chor.chy.ydy-chaiin-"	19	22
"qotaiin-cthey.y-chor.chy.ydy-chaiin-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"3"	"C"	"qotaiin-cthey.y-chor.chy.ydy-chaiin-"	NA	NA
"qotaiin-cthey.y-chor.chy.ydy-chaiin-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"3"	"F"	"qotaiin-cthey.y-chor.chy.ydy-chaiin-"	NA	NA
"chaindy-chtod.dy-cphy.dal!s-chokaiin.d-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"4"	"H"	"chaindy-chtod.dy-cphy.dal!s-chokaiin.d-"	26	14
"!*aiidy-chtod.dy-cphy.dal.s-chokaiin.d-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"4"	"C"	"!*aiidy-chtod.dy-cphy.dal.s-chokaiin.d-"	NA	NA
"shaiidy-chtod!dy-cphy.dal!s-chokaiin.d-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"4"	"F"	"shaiidy-chtod!dy-cphy.dal!s-chokaiin.d-"	NA	NA
"otochor.al-shodaiin-chol.!dan-ytchaiin.dan-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"5"	"H"	"otochor.al-shodaiin-chol.!dan-ytchaiin.dan-"	33	9
"otochor.al-shodaiin-chol.chan-ytchaiin.dan-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"5"	"C"	"otochor.al-shodaiin-chol.chan-ytchaiin.dan-"	NA	NA
"otochor.al-shodaiin-chol.!dan-ytchaiin.dan-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"5"	"F"	"otochor.al-shodaiin-chol.!dan-ytchaiin.dan-"	NA	NA
"saiin.daind-d!kol.sor-ytoldy-dchol.dchy.cthy-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"6"	"H"	"saiin.daind-d!kol.sor-ytoldy-dchol.dchy.cthy-"	40	0
"saiin.daind-d.kol.sor-ytoldy-dchol.dchy.cthy-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"6"	"C"	"saiin.daind-d.kol.sor-ytoldy-dchol.dchy.cthy-"	NA	NA
"saiin.daind-d!kol.sor-ytoldy-dchol.dchy.cthy-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"6"	"F"	"saiin.daind-d!kol.sor-ytoldy-dchol.dchy.cthy-"	NA	NA
"shor.ckhy.daiiny-chol.dan="	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"7"	"H"	"shor.ckhy.daiiny-chol.dan="	0	43
"shor.ckhy.daiiny-chol.dan="	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"7"	"C"	"shor.ckhy.daiiny-chol.dan="	NA	NA
"shor.ckhy.daiiny-chol.dan="	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"7"	"F"	"shor.ckhy.daiiny-chol.dan="	NA	NA
"kydain.shaiin.qoy.s.shol.fodan-yksh.olsheey.daiildy-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"8"	"H"	"kydain.shaiin.qoy.s.shol.fodan-yksh.olsheey.daiildy-"	5	34
"kydain.shaiin.qoy.s.shol.fodan-ytsh.olsheey.daiildy-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"8"	"C"	"kydain.shaiin.qoy.s.shol.fodan-ytsh.olsheey.daiildy-"	NA	NA
"kydain.shaiin.qoy.s.shol.fodan-yksh.olsheey.daiildy-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"8"	"F"	"kydain.shaiin.qoy.s.shol.fodan-yksh.olsheey.daiildy-"	NA	NA
"dlssho.kol.sheey.qokey.ykody.so-chol.yky.dain.daiirol-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"9"	"H"	"dlssho.kol.sheey.qokey.ykody.so-chol.yky.dain.daiirol-"	14	25
"dlssho.kol.sheey.qokey.ykody.so-chol.yky.dain.daiirdl-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"9"	"C"	"dlssho.kol.sheey.qokey.ykody.so-chol.yky.dain.daiirdl-"	NA	NA
"dlssho.kol.sheey.qokey.ykody.so-chol.yky.dain.daiirol-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"9"	"F"	"dlssho.kol.sheey.qokey.ykody.so-chol.yky.dain.daiirol-"	NA	NA
"qoky.cholaiin.shol.sheky.daiin-cthey.keol.s!aiin.saiin-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"10"	"H"	"qoky.cholaiin.shol.sheky.daiin-cthey.keol.s!aiin.saiin-"	24	14
"qoky.cholaiin.shol.sheky.daiin-cthey.keol.s!aiin.saiin-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"10"	"C"	"qoky.cholaiin.shol.sheky.daiin-cthey.keol.s!aiin.saiin-"	NA	NA
"qoky.cholaiin.shol.sheky.daiin-cthey.keol.s.aiin.saiin-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"10"	"F"	"qoky.cholaiin.shol.sheky.daiin-cthey.keol.s.aiin.saiin-"	NA	NA
"ychain.dal.chy.dalor.shan.dan-olsaiin.sheey.ckhor-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"11"	"H"	"ychain.dal.chy.dalor.shan.dan-olsaiin.sheey.ckhor-"	33	9
"ychain.dal.chy.dalor.shan!!!!-**saiin.sheey.ckhor-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"11"	"C"	"ychain.dal.chy.dalor.shan!!!!-**saiin.sheey.ckhor-"	NA	NA
"ychain.dal.chy.dalor.shan.dan-olsaiin.sheey.ckhor-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"11"	"F"	"ychain.dal.chy.dalor.shan.dan-olsaiin.sheey.ckhor-"	NA	NA
"okol.chy.chor.cthor.yor.an.chan-saiin.chety.chyky.sal-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"12"	"H"	"okol.chy.chor.cthor.yor.an.chan-saiin.chety.chyky.sal-"	42	0
"okol.chy.chor.cthor.yor.an.chan-saiin.chety.chyky.sal-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"12"	"C"	"okol.chy.chor.cthor.yor.an.chan-saiin.chety.chyky.sal-"	NA	NA
"okol.chy.chor.cthor.yor.an.chan-saiin.chety.chyky.sal-"	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"12"	"F"	"okol.chy.chor.cthor.yor.an.chan-saiin.chety.chyky.sal-"	NA	NA
"sho.ykeey.chey.daiin.chcthy="	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"13"	"H"	"sho.ykeey.chey.daiin.chcthy="	0	21
"sho.ykeey.chey.daiin.chcthy="	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"13"	"C"	"sho.ykeey.chey.daiin.chcthy="	NA	NA
"sho.ykeey.chey.daiin.chcthy="	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"P"	"13"	"F"	"sho.ykeey.chey.daiin.chcthy="	NA	NA
"ytoain="	"f2r"	"H"	"A"	"C"	"A"	"1"	NA	"1"	"L"	"1"	"U"	"ytoain="	NA	NA
"kooiin.cheo.pchor.otaiin.o.dain.chor-dair.shty-"	"f2v"	"H"	"A"	"D"	"A"	"1"	NA	"1"	"P"	"1"	"H"	"kooiin.cheo.pchor.otaiin.o.dain.chor-dair.shty-"	5	13
"kooiin.cheo!pchor.otaiin.o!dain.chor-dair.shty-"	"f2v"	"H"	"A"	"D"	"A"	"1"	NA	"1"	"P"	"1"	"C"	"kooiin.cheo!pchor.otaiin.o!dain.chor-dair.shty-"	NA	NA
