"line"	"folio"	"section"	"quire"	"panel"	"language"	"hand"	"misc"	"d.hand"	"placement"	"line_number"	"transcriber"	"complex.line"	"par_init"	"par_fin"
"shedal.shey.qokey.qolchedy.qolain.ai!n.chey.qokaiin.okain.cheedy.lchey.l.oly.dy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"20"	"V"	"shedal.shey.qokey.qolchedy.qolain.ai!n.chey.qokaiin.okain.cheedy.lchey.l.oly.dy-"	NA	NA
"soi!n.sheey.chea!r.ol.aiin.chodaiin.qokaiin.chey.qokalchey.dal.chdy.dal.ytal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"21"	"H"	"soi!n.sheey.chea!r.ol.aiin.chodaiin.qokaiin.chey.qokalchey.dal.chdy.dal.ytal-"	250	81
"roi!n.sheey.cheeir.ol.aiin.chodaiin.qokaiin.chey.qokalchey.dal!chdy.dal.otal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"21"	"C"	"roi!n.sheey.cheeir.ol.aiin.chodaiin.qokaiin.chey.qokalchey.dal!chdy.dal.otal-"	NA	NA
"saiin.sheey.chea!r.ol!aiin.chodaiin.qokaiin.chey.qokalchey.dal.chdy.dal.ytal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"21"	"F"	"saiin.sheey.chea!r.ol!aiin.chodaiin.qokaiin.chey.qokalchey.dal.chdy.dal.ytal-"	NA	NA
"s.ain.sheey.chea!r.ol.aiin.chodaiin.qokaiin.chey.qokalchey.dal.chdy.dal.ytal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"21"	"V"	"s.ain.sheey.chea!r.ol.aiin.chodaiin.qokaiin.chey.qokalchey.dal.chdy.dal.ytal-"	NA	NA
"qokar.shedy.shedy.qokar.shedy.qokain.dar.shey.lshcthy.okar.okai!n.y!l!aiin.y-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"22"	"H"	"qokar.shedy.shedy.qokar.shedy.qokain.dar.shey.lshcthy.okar.okai!n.y!l!aiin.y-"	263	67
"qokar.shedy.shedy.qokar.shedy.qokain.dar.shey.lshcthy.okar.okai!n.y!d!aiin!y-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"22"	"C"	"qokar.shedy.shedy.qokar.shedy.qokain.dar.shey.lshcthy.okar.okai!n.y!d!aiin!y-"	NA	NA
"qokar.shedy.shedy.qokar.shedy.qokain.dar.shey.lshcthy.okar.okaiin.y!d!aiin.y-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"22"	"F"	"qokar.shedy.shedy.qokar.shedy.qokain.dar.shey.lshcthy.okar.okaiin.y!d!aiin.y-"	NA	NA
"qokar.shedy.shedy.qokar.shedy.qokain.dar.shey.lshcthy.okar.okai!n.y.l.aiin.y-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"22"	"V"	"qokar.shedy.shedy.qokar.shedy.qokain.dar.shey.lshcthy.okar.okai!n.y.l.aiin.y-"	NA	NA
"dar!chey.cheo!l!chey.shcthy.chedy.qo.qokey.dalaiin.sheeky.qokai!n.olky.sai!n.chy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"23"	"H"	"dar!chey.cheo!l!chey.shcthy.chedy.qo.qokey.dalaiin.sheeky.qokai!n.olky.sai!n.chy-"	276	53
"dar!chey.cheo!l!chey.shcthy.cheoy.qo.qokey.dalaiin.sheeky.qokai!n.olky.sai!n.a!y-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"23"	"C"	"dar!chey.cheo!l!chey.shcthy.cheoy.qo.qokey.dalaiin.sheeky.qokai!n.olky.sai!n.a!y-"	NA	NA
"dar!chey.cheo!l!chey.shcthy.chedy.qo.qokey.dalaiin.sheeky.qokaiin.olky.saiin.chy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"23"	"F"	"dar!chey.cheo!l!chey.shcthy.chedy.qo.qokey.dalaiin.sheeky.qokaiin.olky.saiin.chy-"	NA	NA
"dar.chey.cheo.l.chey.shcthy.chedy.qo.qokey.dalaiin.sheeky.qokai!n.olky.sai!n.chy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"23"	"V"	"dar.chey.cheo.l.chey.shcthy.chedy.qo.qokey.dalaiin.sheeky.qokai!n.olky.sai!n.chy-"	NA	NA
"cheo!r.ai!n.okaiin.dain.chey.dal.shedy.qokaiin.cheo!l.shy.chedy.rain.chedy.shy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"24"	"H"	"cheo!r.ai!n.okaiin.dain.chey.dal.shedy.qokaiin.cheo!l.shy.chedy.rain.chedy.shy-"	288	41
"cheo!r.ai!n.okaiin.dain.chey.dal!shedy.qokaiin.chea!l.shy.chedy.kain.chedy.shy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"24"	"C"	"cheo!r.ai!n.okaiin.dain.chey.dal!shedy.qokaiin.chea!l.shy.chedy.kain.chedy.shy-"	NA	NA
"chea.r!aiin.okaiin.dain.chey.dal.shedy.qokaiin.cheo!l.shy.chedy.rain.chedy.shy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"24"	"F"	"chea.r!aiin.okaiin.dain.chey.dal.shedy.qokaiin.cheo!l.shy.chedy.rain.chedy.shy-"	NA	NA
"cheo.r.ai!n.okaiin.dain.chey.dal.shedy.qokaiin.cheo.l.shy.chedy.rain.chedy.shy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"24"	"V"	"cheo.r.ai!n.okaiin.dain.chey.dal.shedy.qokaiin.cheo.l.shy.chedy.rain.chedy.shy-"	NA	NA
"qokedy.lkey.kal.shedy.qopchey.qol.pchedy.okchy.chckhy.shey.lol.r!al.sheey.dar-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"25"	"H"	"qokedy.lkey.kal.shedy.qopchey.qol.pchedy.okchy.chckhy.shey.lol.r!al.sheey.dar-"	302	29
"qokedy.lkey.kal.shedy.qopchey.qol.pchedy.okchy.chckhy.shey.lol.k!ol.sheey!da*-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"25"	"C"	"qokedy.lkey.kal.shedy.qopchey.qol.pchedy.okchy.chckhy.shey.lol.k!ol.sheey!da*-"	NA	NA
"qokedy.lkey.kal.shedy.qopchey.qol.pchedy.okchy.chckhy.shey.lol.r!al.sheey.dar-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"25"	"F"	"qokedy.lkey.kal.shedy.qopchey.qol.pchedy.okchy.chckhy.shey.lol.r!al.sheey.dar-"	NA	NA
"qokedy.lkey.kal.shedy.qopchey.qol.tchedy.okchy.chckhy.shey.lol.r.al.sheey.dar-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"25"	"V"	"qokedy.lkey.kal.shedy.qopchey.qol.tchedy.okchy.chckhy.shey.lol.r.al.sheey.dar-"	NA	NA
"cheor.shey.qo!ol!kal.shedy.shedy.shey.shedy.ollchy.shlches.shcthy.sai!n.oly-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"26"	"H"	"cheor.shey.qo!ol!kal.shedy.shedy.shey.shedy.ollchy.shlches.shcthy.sai!n.oly-"	316	16
"chear.shey.qo!ol!kal.shedy.shedy.shey.shedy.ollchy.shlcher.shcthy.sai!n.oly-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"26"	"C"	"chear.shey.qo!ol!kal.shedy.shedy.shey.shedy.ollchy.shlcher.shcthy.sai!n.oly-"	NA	NA
"cheor.shey.qo!al.kal.shedy.shedy.shey.shedy.ollchy.shlchos.shcthy.saiin.oly-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"26"	"F"	"cheor.shey.qo!al.kal.shedy.shedy.shey.shedy.ollchy.shlchos.shcthy.saiin.oly-"	NA	NA
"cheor.shey.qo.al.kal.shedy.shedy.shey.shedy.ollchy.shlches.shcthy.sai!n.oly-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"26"	"V"	"cheor.shey.qo.al.kal.shedy.shedy.shey.shedy.ollchy.shlches.shcthy.sai!n.oly-"	NA	NA
"saiin.shedy.lshey.qokal.chcthy.okeo!lor.cheol.otar.chedy.qol.chcthy.chckhy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"27"	"H"	"saiin.shedy.lshey.qokal.chcthy.okeo!lor.cheol.otar.chedy.qol.chcthy.chckhy-"	328	10
"sai!n.shedy.lshey.qokal.chcthy.okeo!lor.cheol.otar.chedy.qol.chcthy.chckhy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"27"	"C"	"sai!n.shedy.lshey.qokal.chcthy.okeo!lor.cheol.otar.chedy.qol.chcthy.chckhy-"	NA	NA
"saiin.shedy.lshey.qokal.chcthy.okeo!lor.cheol.otar.chedy.qol%%%%%%%%%%%%%%-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"27"	"F"	"saiin.shedy.lshey.qokal.chcthy.okeo!lor.cheol.otar.chedy.qol%%%%%%%%%%%%%%-"	NA	NA
"sai!n.shedy.lshey.qokal.chcthy.okeo.lor.cheol.otar.chedy.qol.chcthy.chckhy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"27"	"V"	"sai!n.shedy.lshey.qokal.chcthy.okeo.lor.cheol.otar.chedy.qol.chcthy.chckhy-"	NA	NA
"qokal.shedy.sheol.cheal.alshy.chol.chdy.talor.ol!al!or.chol.okey!r.ar.!!oly-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"28"	"H"	"qokal.shedy.sheol.cheal.alshy.chol.chdy.talor.ol!al!or.chol.okey!r.ar.!!oly-"	340	0
"qokal.shedy.sheol.cheol.alshy.chol.chdy.talor.ol.al.or.chol.okea!r.ar.*.oly-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"28"	"C"	"qokal.shedy.sheol.cheol.alshy.chol.chdy.talor.ol.al.or.chol.okea!r.ar.*.oly-"	NA	NA
"%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%okea.r!ar.!!oly-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"28"	"F"	"%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%okea.r!ar.!!oly-"	NA	NA
"qokal.shedy.sheol.cheol.alshy.chol.chdy.talor.ol.al!or.chol.okey.r.ar.!!oly-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"28"	"V"	"qokal.shedy.sheol.cheol.alshy.chol.chdy.talor.ol.al!or.chol.okey.r.ar.!!oly-"	NA	NA
"oteey.lchey.chey.olsheol.qokal.chal="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"29"	"H"	"oteey.lchey.chey.olsheol.qokal.chal="	0	46
"oteey.lchey.chey.olsheol.qokal.chal="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"29"	"C"	"oteey.lchey.chey.olsheol.qokal.chal="	NA	NA
"oteey.lchey.chey.olsheol.qokal.chal="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"29"	"F"	"oteey.lchey.chey.olsheol.qokal.chal="	NA	NA
"oteey.lchey.chey.olsheol.qokal.chal="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"29"	"V"	"oteey.lchey.chey.olsheol.qokal.chal="	NA	NA
"p!!!olalchdy.pshe!dy.opchedy.qokas.yksheol.qokeedy.oty.lshed.chpsheedy.ytal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"30"	"H"	"p!!!olalchdy.pshe!dy.opchedy.qokas.yksheol.qokeedy.oty.lshed.chpsheedy.ytal-"	6	33
"p!!!olalchdy.pshe!dy.opchedy.qokar.yksheol.qokeedy.oty.lshed.chpsheedy.ytal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"30"	"C"	"p!!!olalchdy.pshe!dy.opchedy.qokar.yksheol.qokeedy.oty.lshed.chpsheedy.ytal-"	NA	NA
"p!!!olalchdy.psheedy.opchedy.qokas.yksheol.qokeedy.oty.lshed.chpsheedy.ytal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"30"	"F"	"p!!!olalchdy.psheedy.opchedy.qokas.yksheol.qokeedy.oty.lshed.chpsheedy.ytal-"	NA	NA
"polalchdy.psheedy.opchedy.qokar.yksheol.qokeedy.oty.lshed.chpsheedy.ytal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"30"	"V"	"polalchdy.psheedy.opchedy.qokar.yksheol.qokeedy.oty.lshed.chpsheedy.ytal-"	NA	NA
"qolchey.shckhy.qokey.l!chy.opchey.dain.shdy.qokedar.olchdy.sor.oty.dy.lchedy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"31"	"H"	"qolchey.shckhy.qokey.l!chy.opchey.dain.shdy.qokedar.olchdy.sor.oty.dy.lchedy-"	16	21
"qolchey.shckhy.qokey.l!chy.opchey.dain.shdy.qokedar.olchdy.sok.oty.dy.lchedy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"31"	"C"	"qolchey.shckhy.qokey.l!chy.opchey.dain.shdy.qokedar.olchdy.sok.oty.dy.lchedy-"	NA	NA
"qolchey.shckhy.qokey.l!chy.opchey.dain.shdy.qokedar.alchdy.sor.oty.dy.lchedy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"31"	"F"	"qolchey.shckhy.qokey.l!chy.opchey.dain.shdy.qokedar.alchdy.sor.oty.dy.lchedy-"	NA	NA
"qolchey.shckey.qokey.l.chy.opchey.dain.shdy.qokedar.olchdy.sor.oty.dy.lchedy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"31"	"V"	"qolchey.shckey.qokey.l.chy.opchey.dain.shdy.qokedar.olchdy.sor.oty.dy.lchedy-"	NA	NA
"sai!n.ar.okedy.lcheey.qokey.shckhy.otedy.qokal.shey.qoky.dai!n.chedy.qok!chdyl-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"32"	"H"	"sai!n.ar.okedy.lcheey.qokey.shckhy.otedy.qokal.shey.qoky.dai!n.chedy.qok!chdyl-"	29	11
"sai!n.al.okedy.lcheey.qokey.shckhy.otedy.qokal.shey.qoky.dai!n.chedy.qok!chdyl-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"32"	"C"	"sai!n.al.okedy.lcheey.qokey.shckhy.otedy.qokal.shey.qoky.dai!n.chedy.qok!chdyl-"	NA	NA
"saiin.ar.okedy.lcheey.qokey.shckhy.otedy.qokal.shey.qoky.daiin.chedy.qok!chdyl-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"32"	"F"	"saiin.ar.okedy.lcheey.qokey.shckhy.otedy.qokal.shey.qoky.daiin.chedy.qok!chdyl-"	NA	NA
"sai!n.ar.okedy.lcheey.qokey.shckey.otedy.qokal.shey.qoky.dai!n.chedy.qok.chdyl-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"32"	"V"	"sai!n.ar.okedy.lcheey.qokey.shckey.otedy.qokal.shey.qoky.dai!n.chedy.qok.chdyl-"	NA	NA
"dai!n.chey.lsh.daiin.chey.l!chedy.qolain.qotal.shedy.dy.shecthy.otal!am-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"33"	"H"	"dai!n.chey.lsh.daiin.chey.l!chedy.qolain.qotal.shedy.dy.shecthy.otal!am-"	42	0
"dai!n.chey.lsh.daiin.chey%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"33"	"C"	"dai!n.chey.lsh.daiin.chey%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%-"	NA	NA
"daiin.chey.lsh.daiin.chey.l!chedy.qolain.qotal.shedy.dy.shecthy.otal!am-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"33"	"F"	"daiin.chey.lsh.daiin.chey.l!chedy.qolain.qotal.shedy.dy.shecthy.otal!am-"	NA	NA
"dai!n.chey.lsh.daiin.chey.l.chedy.qolain.qotal.shedy.dy.shecthy.otal.am-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"33"	"V"	"dai!n.chey.lsh.daiin.chey.l.chedy.qolain.qotal.shedy.dy.shecthy.otal.am-"	NA	NA
"sor.shey.qokey.qokar.sheeoldy.chol.oly.chaly.lol.chdy="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"34"	"H"	"sor.shey.qokey.qokar.sheeoldy.chol.oly.chaly.lol.chdy="	0	62
"sor.shey.qokey.qokar.sheeoldy.chol.oly.chaly.lol.chdy="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"34"	"C"	"sor.shey.qokey.qokar.sheeoldy.chol.oly.chaly.lol.chdy="	NA	NA
"sor.shey.qokey.qokar.sheealdy.chol.oly.chaly.lol.chdy="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"34"	"F"	"sor.shey.qokey.qokar.sheealdy.chol.oly.chaly.lol.chdy="	NA	NA
"sor.shey.qokey.qokar.sheealdy.chol.oly.chaly.lol.chdy="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"34"	"V"	"sor.shey.qokey.qokar.sheealdy.chol.oly.chaly.lol.chdy="	NA	NA
"p!!!oleedaran.shckhy.qoty.ykar.alol.lkaiin.ol!shedy.otai!n.okar.opar.kolpy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"35"	"H"	"p!!!oleedaran.shckhy.qoty.ykar.alol.lkaiin.ol!shedy.otai!n.okar.opar.kolpy-"	10	51
"p!!!oleedaran.shckhy.qoty.ykar.alol.lkaiin.ol!shedy.otai!n.okar.opar.kolpy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"35"	"C"	"p!!!oleedaran.shckhy.qoty.ykar.alol.lkaiin.ol!shedy.otai!n.okar.opar.kolpy-"	NA	NA
"p!!!oleedaran.shckhy.qoty.ykar.alol.lkaiin.ol!shedy.otaiin.okar.opar.kolpy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"35"	"F"	"p!!!oleedaran.shckhy.qoty.ykar.alol.lkaiin.ol!shedy.otaiin.okar.opar.kolpy-"	NA	NA
"poleedaran.shckhy.qoty.ykar.alol.lkaiin.ol.shedy.otai!n.okar.opar.kolpy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"35"	"V"	"poleedaran.shckhy.qoty.ykar.alol.lkaiin.ol.shedy.otai!n.okar.opar.kolpy-"	NA	NA
"y!sheedy.qo.or.okain.shey.qokaiin.okeedy.qochy.ar.ain.sheey.chckhy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"36"	"H"	"y!sheedy.qo.or.okain.shey.qokaiin.okeedy.qochy.ar.ain.sheey.chckhy-"	21	41
"y!she!dy.qo.or.okain.shey.qokaiin.okeedy.qochy.os.ain.sheey.chckhy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"36"	"C"	"y!she!dy.qo.or.okain.shey.qokaiin.okeedy.qochy.os.ain.sheey.chckhy-"	NA	NA
"y!sheedy.qo!or.otain.shey.qokaiin.okeedy.qochy.ar!ain.sheey.chckhy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"36"	"F"	"y!sheedy.qo!or.otain.shey.qokaiin.okeedy.qochy.ar!ain.sheey.chckhy-"	NA	NA
"y.sheedy.qo.or.okain.shey.qokaiin.okeedy.qochy.as.ain.sheey.chckhy-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"36"	"V"	"y.sheedy.qo.or.okain.shey.qokaiin.okeedy.qochy.as.ain.sheey.chckhy-"	NA	NA
"doin.shear.okedy.otedy.okedy.lchedy.chedy.okar.chedy.otar.ai!n-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"37"	"H"	"doin.shear.okedy.otedy.okedy.lchedy.chedy.okar.chedy.otar.ai!n-"	33	31
"dain.shear.okedy.otedy.okedy.lchedy.chedy.okar.chedy.otar!ai!n-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"37"	"C"	"dain.shear.okedy.otedy.okedy.lchedy.chedy.okar.chedy.otar!ai!n-"	NA	NA
"dain.shear.okedy.otedy.okedy.lchedy.chedy.okar.chedy.otar!aiin-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"37"	"F"	"dain.shear.okedy.otedy.okedy.lchedy.chedy.okar.chedy.otar!aiin-"	NA	NA
"dain.shear.okedy.otedy.okedy.lchedy.chedy.okar.chedy.otar.ai!n-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"37"	"V"	"dain.shear.okedy.otedy.okedy.lchedy.chedy.okar.chedy.otar.ai!n-"	NA	NA
"dain.chckhy.oraiin.sheey.qockhey.olchdar.sheey.otedy.olain.oky-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"38"	"H"	"dain.chckhy.oraiin.sheey.qockhey.olchdar.sheey.otedy.olain.oky-"	44	20
"dain.chckhy.oraiin.sheey.qockhey.olchdar.sheey.otedy.olain.oky-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"38"	"C"	"dain.chckhy.oraiin.sheey.qockhey.olchdar.sheey.otedy.olain.oky-"	NA	NA
"dain.chckhy.oraiin.sheey.qockhey.olchdar.cheey.otedy.olain.oky-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"38"	"F"	"dain.chckhy.oraiin.sheey.qockhey.olchdar.cheey.otedy.olain.oky-"	NA	NA
"dain.chckhy.araiin.sheey.qockhey.olchdar.sheey.otedy.olain.oky-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"38"	"V"	"dain.chckhy.araiin.sheey.qockhey.olchdar.sheey.otedy.olain.oky-"	NA	NA
"saiin.shckhy.lkeedy.qoky.okain.ytai!n.oteedy.okedor.shedy.qokal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"39"	"H"	"saiin.shckhy.lkeedy.qoky.okain.ytai!n.oteedy.okedor.shedy.qokal-"	54	11
"saiin.shckhy.lkeedy.qoky.okain.ytai!n.oteedy.okedyr.shedy.qokal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"39"	"C"	"saiin.shckhy.lkeedy.qoky.okain.ytai!n.oteedy.okedyr.shedy.qokal-"	NA	NA
"saiin.shckhy.lkeedy.qoky.okain.ytaiin.oteedy.okedor.shedy.qokal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"39"	"F"	"saiin.shckhy.lkeedy.qoky.okain.ytaiin.oteedy.okedor.shedy.qokal-"	NA	NA
"saiin.shckhy.lkeedy.qoky.okain.ytai!n.oteedy.okedor.shedy.qokal-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"39"	"V"	"saiin.shckhy.lkeedy.qoky.okain.ytai!n.oteedy.okedor.shedy.qokal-"	NA	NA
"saiin.olaiin.oky.shol.sai!n.oky.lkar.chedy.lkar.al.loral-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"40"	"H"	"saiin.olaiin.oky.shol.sai!n.oky.lkar.chedy.lkar.al.loral-"	64	0
"saiin.olaiin.oky.shol.sai!n.oky.lkar.chedy.lkar.al.loral-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"40"	"C"	"saiin.olaiin.oky.shol.sai!n.oky.lkar.chedy.lkar.al.loral-"	NA	NA
"soiin.olaiin.oky.shol.saiin.oky.lkar.chedy.lkar.al.loral-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"40"	"F"	"soiin.olaiin.oky.shol.saiin.oky.lkar.chedy.lkar.al.loral-"	NA	NA
"saiin.olaiin.oky.shol.sai!n.oky.lkar.chedy.lkar.al.loral-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"40"	"V"	"saiin.olaiin.oky.shol.sai!n.oky.lkar.chedy.lkar.al.loral-"	NA	NA
"f!!!chedy.ch.sal.dol.shdy.olkedy.qokaiin.otal.rory="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"41"	"H"	"f!!!chedy.ch.sal.dol.shdy.olkedy.qokaiin.otal.rory="	0	47
"f!!!chedy.g!.sal.dol.shdy.olkedy.qokaiin.otal.oory="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"41"	"C"	"f!!!chedy.g!.sal.dol.shdy.olkedy.qokaiin.otal.oory="	NA	NA
"p!!!chedy.ch.sal.dol.shdy.olkedy.qokaiin.otal.rory="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"41"	"F"	"p!!!chedy.ch.sal.dol.shdy.olkedy.qokaiin.otal.rory="	NA	NA
"pchedy.c*.sal.dol.shdy.olkedy.qokaiin.otal.rory="	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"41"	"V"	"pchedy.c*.sal.dol.shdy.olkedy.qokaiin.otal.rory="	NA	NA
"qkor.shedy.shey.keedy.sal.raiin.!opchdy.dar.chedy.qopchedy.ror!ol-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"42"	"H"	"qkor.shedy.shey.keedy.sal.raiin.!opchdy.dar.chedy.qopchedy.ror!ol-"	9	36
"qkor.shedy.shey.keedy.sal.raiin.ilpchdy.dar.chedy.qopchedy.ror!ol-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"42"	"C"	"qkor.shedy.shey.keedy.sal.raiin.ilpchdy.dar.chedy.qopchedy.ror!ol-"	NA	NA
"qkor.shedy.shey.keedy.sal.raiin.!opchdy.dar.chedy.qopchedy.ror!ol-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"42"	"F"	"qkor.shedy.shey.keedy.sal.raiin.!opchdy.dar.chedy.qopchedy.ror!ol-"	NA	NA
"qkor.shedy.shey.keedy.sal.raiin.!opchdy.dar.chedy.qopchedy.ror.ol-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"42"	"V"	"qkor.shedy.shey.keedy.sal.raiin.!opchdy.dar.chedy.qopchedy.ror.ol-"	NA	NA
"ol!sheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain-"	"f76r"	"B"	"M"	"C"	"B"	"2"	NA	"2"	"R"	"43"	"H"	"ol!sheed.qokedy.qokeedy.qokedy.lkedy.lsheedy.okar.shedy.otain-"	20	26
